context,response,naija_pidgin,naija_english,intents
"I just don't know what I want in life anymore. I'm can't figure out what it is that is keeping me distracted and unfocused. I can't put things into perspective at all. I'm just stuck, and I'm disappointed with my lack of accomplishments.","If you are a people-pleaser type or a natural caretaker, you can slowly ""lose yourself"" over time if you are always tending to the needs of others and neglecting yourself.  If this sounds like a familiar pattern for you, this may have happened without you even realizing it if you were raised in a family where you had to pick up the slack alot.  Maybe your parents were addicts or they might have even just worked all the time and you learned to ""take care of everything"" because that is what you had to do to help the family run smoothly. Over time, a person who grows up in this type of environment learns that you put the needs of others before your own.  You might also be stuck in these types of patterns in intimate relationships as well; if you completely give yourself over to your significant other and you don't create a life for yourself with your own interests and supportive friends, you are at risk of losing what is unique and amazing about you.  If you grew up in a family where you learned this role out of survival or because it was needed to take care of your family, it's easy to re-create this in adult relationships.In both scenarios, if there is no awareness that this ""self sacrifice at the expense of others"" is going on, your identity is shaped around being a caretaker/enabler/people-pleaser and down the road it can lead to depression, low self esteem, and a confused sense of self.  Basically, you spend so much time helping other people that you don't make time for yourself or create a life of fulfillment.  Before you realize it, you have been living a life for others instead of yourself and you have no idea who YOU are.  Supporting loved ones and friends is important and certainly admirable, but if you are always that person that rescues, those that rely on you begin to take advantage of you and they will suck you dry if you let them.  In conclusion, learning to set boundaries with those in your life that are too needy becomes a really important part of the process when you begin to recognize that you are unhappy and unfulfilled in life.  It sounds like you may be at that crossroads right now.  Take one small step at at a time.  Identify the worst offenders in your life that suck time and energy, and limit your contact and/or set some strong boundaries with those people so you can refocus and do some soul-searching.  Meanwhile, engage in pleasurable activities with people you enjoy being with, get yourself outside in the fresh air, get some good sleep, and eat some nourishing food!","Omo, I no even know wetin I want for this life again. I no fit point exactly wetin dey carry my mind waka, my head just scatter. I no fit balance anything for my brain at all. I just tie for one place, and e dey pain me for body say I never achieve anything tangible.",Omo idek what I want in this life again tbh. I can't even figure out what is making me so distracted and unfocused. My head is just everywhere and I can't put things into perspective at all rn. I just feel stuck and it's actually paining me that I haven't achieved anything major.,"lack_of_motivation, concentration_focus, low_self_esteem"
"I just don't know what I want in life anymore. I'm can't figure out what it is that is keeping me distracted and unfocused. I can't put things into perspective at all. I'm just stuck, and I'm disappointed with my lack of accomplishments.","Give yourself credit for what you already know.For instance, you do know that you're unsure about your life direction. Take off any pressure on yourself to decide an answer in a certain amount of time.  Inner reflection work takes time and has its own course.   Trust that answers will show once you've done the work to understand yourself and circumstance, and the relationships in your life.From what you describe, your interest is in a broad scope life change. One direction is to start with only one specific part of your life you would like to change.  By examining one area in detail you will gain self-trust and confidence in handling your life.   And, you will have clarity as to which area to change first.","Omo, I no even know wetin I dey find for this life again. I no fit point the exact thing wey dey scatter my head, my brain just dey fly up and down. I no fit reason anything straight at all. Everywhere just block, I just tie for one spot, and e dey pain me scatter say zero level, I never achieve anything.","Omo tbh I don't even know what I want out of life again. I can't even figure out what's distracting me or why my head is just everywhere rn. I can't think straight at all. I just feel stuck sha, and it's really paining me that I haven't achieved anything.","lack_of_motivation, concentration_focus, low_self_esteem"
"I just don't know what I want in life anymore. I'm can't figure out what it is that is keeping me distracted and unfocused. I can't put things into perspective at all. I'm just stuck, and I'm disappointed with my lack of accomplishments.","Thank you for sharing! It can be very disorienting not to know what you want and where you are headed. Sometimes we are so focused on something we haven't achieved yet or on comparing ourselves to others that we lose touch with what we actually want and need. At times like this, it's important to go back to basics. Try out this simple exercise, take a few minutes to write down all your present responsibilities. For example: make meals, complete homework...etc.  Then in the column next to it, write down the things that you do for yourself to recharge yourself and to enjoy your time. Is your list of responsibilities way longer than your list of stuff you do for yourself? It is easy to get lost in the sea of responsibilities and disconnect from what you want and need. To fix that, write another list of things that you enjoyed doing in the past for yourself and start incorporating them into your schedule on a regular basis. This will help you re-connect with yourself, and bring focus and clarity to your life.","Omo, I no even know wetin I dey find for this life again. I no fit point the exact thing wey dey scatter my brain, focus zero. Everywhere just block for my eye, I no fit coordinate myself at all. I just hook for one spot, and e dey pain my chest say I never achieve shit.","Omo tbh I don't even know what I want in life anymore. I can't even figure out what's distracting me, my focus is just zero. My head is all over the place rn. I just feel stuck mehn, and I'm honestly so disappointed that I haven't achieved anything.","lack_of_motivation, concentration_focus, low_self_esteem"
"I just don't know what I want in life anymore. I'm can't figure out what it is that is keeping me distracted and unfocused. I can't put things into perspective at all. I'm just stuck, and I'm disappointed with my lack of accomplishments.",Check this blog out:  Four-ways-add-self-esteem-friends-listHope you find a few nuggets of helpfulness in this.,"Omo, I no even know my bearing for this life again. My head just dey scatter, I no fit point wetin exactly dey carry my mind waka. Everywhere just dark for my eye, I no fit reason am at all. I just hook for one spot, and e dey pain me down to my bone say my hand still empty.","Omo tbh I don't even know what I want in this life again. I can't even pinpoint what's distracting me, my mind is just everywhere. I can't even process things properly rn. I'm literally just stuck and it pains me that I have nothing to show for myself.","concentration_focus, lack_of_motivation, low_self_esteem"
"I just don't know what I want in life anymore. I'm can't figure out what it is that is keeping me distracted and unfocused. I can't put things into perspective at all. I'm just stuck, and I'm disappointed with my lack of accomplishments.","It sounds as if you would benefit from talking with a local mental health professionals so you can discuss some details.Having said that, I wonder if you could consider how you would define yourself to someone who doesn't know you. For example, honest, adaptable, fun-loving, dependable, compassionate, open-minded, dedicated, etc. If you're looking for a list of adjectives, try these: https://www.englishclub.com/vocabulary/adjectives-personality-positive.htm . There is a list of negative ones here too. If you're going to use those, try to use three positive ones for each of the negative ones. You could also try asking yourself what you love about yourself and/or what others love about you. Sometimes it's easier to consider what others see as our positive points and if this is difficult for you, try asking someone who you trust to help you with the list.The idea here is to look at your relationship with yourself. I don't mean this in a way that you would be talking to yourself and receiving answers, but rather looking at yourself in a way that you deserve the same kind of loving and compassion that you give to others or want others to have.I'm also curious as to whether you are eating and sleeping okay, as these things can really affect your focus and many other changes, such as differences in your emotions. Also, you saying that you are struggling to put things into perspective leads me to believe that you are going through some things right now that are not typical for you, if so, consider from whom you have support and the ability to talk about what you are going through.Consider Metta meditation here to help give yourself loving kindness: http://www.mettainstitute.org/mettameditation.html","Omo, I no even know wetin I want for this life again. I no fit point wetin dey carry my mind waka, my brain just scatter. I no fit arrange anything make e make sense, my head just block. I just hook for one place, and e dey pain my chest say I never hold anything for hand.","Omo tbh I don't even know what I want in this life again. Idk what exactly is distracting me but my mind is just scattered. Nothing is making sense rn. I just feel stuck, and I'm honestly so pained that I haven't achieved anything tangible.","concentration_focus, lack_of_motivation, low_self_esteem"
"I'm not suicidal and wouldn't take my own life, but sometimes, I've wished for an accident to occur and take it. I feel like I just shouldn't be here and wish I wouldn't have been born so I didn't have to go through life. For me, it's a chore, but I don't know if that's normal or a sign of something.","Sounds like a sign of great unhappiness, or sadness, or insecurity.The real way you'll find out what this feeling is about is to ask yourself your own question.  Inside you are the only one who will feel when you discover the true answer to your question.Everyone feels some amount of discontent in their lives once in a while. Its normal to not feel entirely happy all the time.Try to accept your unhappiness as motivation to learn more about who you are, what you like, whom you like.Study yourself bc this way you increase the chance to find a road which feels right and happy.","No be say I wan off myself o, I no fit take my own life. But sometimes body go just dey do me make one bad accident just clear me comot for this earth. E dey be me like say I no even suppose dey exist, I go dey wish say dem no born me at all make I no come dey see this life shege. To just live na heavy load for my head, but I no even know whether na normal level be this abi my head don dey touch.","Omo tbh I'm not suicidal and I can't kill myself sha, but sometimes I just wish one random accident will just happen and take my life. I feel like I'm not even supposed to be here and I wish I wasn't born so I won't have to go through life. Living is literally a chore for me rn, but idek if feeling like this is normal or a sign that something is actually wrong.","crisis_suicide_ideation, sadness_depression, low_self_esteem"
"I can't even smile or fake one. I can't feel happiness about anything and I can't show love towards another person not even my girlfriend. I hate myself sometimes. All I see is ugly.
   I can't get over the loss of a loved one and I'm not close to my family. What can I do?","Trust and believe your own feelings.Emotions are real and reflect how someone feels about a situation.Since you're sad about losing a loved one, be patient w your feelings about this.  Basically, be guided by how you feel and eventually you will feel different emotions which I hope will be happier ones.","To even flash teeth or package fake smile dey hard me. Nothing dey sweet my inside again and I no fit show anybody love, even my babe sef. Sometimes my own matter dey tire me, everything about me just be like yawa for my eye. Since my person drop, the pain still dey hook me for chest, and me and my family people face no even dey tie. Abeg, wetin man pikin fit do now?","I can't even smile tbh, not even a fake one. Nothing is giving me joy rn and I can't show love to anybody, not even my babe. I hate myself sometimes. All I see is a mess. I still haven't moved on from my person that passed, plus me and my family aren't even close like that. What do I even do pls?","sadness_depression, family_loss_grief, low_self_esteem"
My girlfriend just quit drinking and she became really depressed. She told me that she wants to move. What can I do to help her? I want her to stay.,"You're probably not going to like my answer.Your question says a lot about what YOU want rather than what she wants or what may be best for her. Sometimes, what's best for a person is the hardest thing to do, and may be completely opposite of what YOU want.Addictions don't happen in a vacuum. If you've had any experience with addicts at all, then I'm sure you've heard the term ""enabler"". A lot of the times, when people think they're ""helping"", they're actually enabling the addict to continue their self-destructive behavior. Tough love and clear boundaries are needed in a lot of situations, but especially with addictions. Family and friends are often the biggest contributing factor to someone choosing to use/drink, continuing to do so, or relapsing back into it.You said she recently quit. You said she is depressed. She wants to move. When a person receives counseling for addictions, they are encouraged to make changes like this. They need to break the habit, and this means removing people from their lives at times. It means moving to new locations. Anything that may trigger a relapse needs to be identified and removed. Not only that, but the addict needs to do a lot of personal reflection to figure out WHY they use/drink in the first place, and not only break the physical addiction to it, but deal with whatever is the root cause that led them to use in the first place. She may need some time alone to figure out who she is as a person, time to make some decisions for herself and do what she needs to do to be healthy.Don't pressure her to stay. Let her have the freedom to do what she needs to do. If she stays, the decision needs to be hers and hers alone. It doesn't need to be made under pressure. That will only lead to resentment. Support her, but don't try to change her or make her do anything, especially for selfish reasons. Let her go. It sounds like she needs some time to focus on herself right now. It wouldn't be a bad idea for you to do the same.","My babe don drop bottle, but since then her body just dey down, chest don heavy am. She dey yarn say she wan pack leave. Wetin I fit run to help am? I want make she stay.",My babe just stopped drinking nd she's been really depressed. She said she wants to relocate. Pls what can I do to help her abeg? I really want her to stay.,"seeking_coping_advice, relationship_heartbreak, sadness_depression"
My girlfriend just quit drinking and she became really depressed. She told me that she wants to move. What can I do to help her? I want her to stay.,"I would say talk to her about her depression. The best thing you can do is let her know that you are there for her as a support system. I would encourage her to talk more if it helps and encourage her to get move involved in doing activities she likes to do. Also, getting connected in a community of people is important to help with feeling depressed. Encourage her to speak with a therapist or counselor to address her depression as she has made a major change in her life by deciding to stop drinking. She may believe moving is the best to help with this. You can share with her that you want her to stay and express to her how you feel. Ultimately, you will have to respect her boundaries and the decision she chooses to make. She may want to move and this may be what she feels is best for her life. If she does choose to move that will be her decision. It sounds like she is trying to do what is going to make her happy. Maybe staying in the city she is currently in is causing her more feelings of sadness.","My babe just drop bottle, since then her body just die, she just dey down well-well. She con dey yarn me say she wan pack leave. Wetin I fit run take help am? I want make she stay.",Omo my babe just stopped drinking and she's been lowkey depressed. She said she wants to relocate. How can I even help her out rn? I really want her to stay sha.,"relationship_heartbreak, seeking_coping_advice, sadness_depression"
My girlfriend just quit drinking and she became really depressed. She told me that she wants to move. What can I do to help her? I want her to stay.,"People often have very different values and opinions when they are drinking excessively and when they stop drinking so much.Did the two of you share drinking as an activity?  If yes, then did you stop drinking too?Often when partners meet each other as drinking buddies when one gets sober, the relationship ends.  Once the terms of any relationship changes, one possibility is that it dissolves.The best way to go is to start the conversation of what you genuinely want.  This is the only way she'll really know your thoughts.Ask her to give serious consideration and discussion over at least a few weeks or months, to moving away from you.  This is a fair request since you are in a relationship.If she's changed so much by giving up drinking, which is possible, that she no longer wants to be in relationship to you, then you are better off being without a drinking gf, even if the truth she delivers is a hurtful one.","My babe just drop bottle, since then her body just die, she no get joy at all. She dey talk say she wan pack leave. Wetin I fit run take help am? I no want make she japa.",Omo my babe just stopped drinking and she's been super depressed. She said she wants to relocate. How can I help her abeg? I really want her to stay back.,"seeking_coping_advice, relationship_heartbreak, sadness_depression"
My girlfriend just quit drinking and she became really depressed. She told me that she wants to move. What can I do to help her? I want her to stay.,"After stopping the abuse of alcohol, depressive symptoms are common. She may benefit from exploring why she wants to move and see if she would still want to move if she did not feel depressed. 12 step meetings can also be helpful.","My babe just park bottle one side, since then her body just drop, everywhere just off for her. She say she wan change base. Wetin I fit run to help her matter? I no wan make she go at all.",Omo my babe just stopped drinking and she's been really depressed. She told me she wants to move. What can I do to help her out abeg? I really want her to stay tbh.,"seeking_coping_advice, sadness_depression, substance_abuse_addiction"
My girlfriend just quit drinking and she became really depressed. She told me that she wants to move. What can I do to help her? I want her to stay.,"You should start by speaking with her about what has her so down. Have their been some significant events in her life that have affected her? Have their been significant events in your relationship that can be affecting  you both? If she just stopped drinking, she may be struggling to finding an alternative and healthier behavior. This is something the two of you can explore together. Also, if need be perhaps she can speak to a therapist to discuss her feelings about quitting alcohol. It sounds like you really care and right now she could use all the support she can get despite her pushing you away.","My babe just drop bottle, na him depression come hold am ransom, her body just drop. She talk say she wan pack leave. Wetin I fit run to help her matter? I want make she balance stay.",My babe just stopped drinking and she's been lowkey depressed. She told me she wants to relocate. What can I do to help her abeg? I really want her to stay.,"relationship_heartbreak, seeking_coping_advice, sadness_depression"
"I'm a teenager. My dad has been jail for the last five years. It's tough, but my mom really tries to give a normal life to my two sisters, my brother, and I. I feel like I took upon a parent role when I'm the second youngest, and I'm not stable. My mother and sisters say I'm overdramatic. I’m just so hurt, and I keep breaking down.","Each person handles themselves differently in any situation.Since you are willing to speak about how you feel, keep looking for blogs and forums on whatever topics you feel most describe your current circumstance.Your mother and sister, even though they are family seem to prefer the opposite method to yours.Find your own path of supportive other people and possibly a therapist.This way you’ll have understanding and validation which your mom and sister don’t want to give you right now.","I still be teenager o. My popsy don dey inside for five years now. E choke deads, but my moms dey try package normal life for me, my two sisters and my bro make we no feel am. E come be like say na me carry papa load put for head, yet na me be second to the last born. My head no even correct right now. My mama and sisters go dey talk say I dey overdo. Chest just dey heavy me, pain don finish my body, and na so so cry I just dey burst anyhow.","I’m literally still a teenager. My dad has been locked up for 5 years now. It’s hard af, but my mom really tries to package a normal life for me, my two sisters and my bro. I feel like I just carried a parent's responsibilities on my head even though I’m the second youngest, and I’m not even mentally stable rn. My mom and sisters keep saying I’m doing too much. I’m just so pained and I keep breaking down randomly tbh.","family_conflict, sadness_depression, family_pressure"
"I'm a teenager. My dad has been jail for the last five years. It's tough, but my mom really tries to give a normal life to my two sisters, my brother, and I. I feel like I took upon a parent role when I'm the second youngest, and I'm not stable. My mother and sisters say I'm overdramatic. I’m just so hurt, and I keep breaking down.","It sounds like you have a lot of weight on your shoulders.I'm not sure what you mean when you say you're not stable and you are breaking down. If you are crying because you're sad, that is okay. If you are crying a lot or having trouble eating or sleeping, that's different than just crying sometimes because you are sad. It may be helpful to talk with a local mental health professional in your area. They can help you to figure out what you could do differently to have the role in your family that you would like while also supporting yourself and what you want.","Omo I still be teenager. My popsy don dey inside for like five years now. E choke well well, but my old woman dey hustle to package normal life for me, my two sistos and my broda. E just be like say I don turn parent for house, when be say I be second to lastborn, and my head no even balance at all. My mama and sistos dey yan say I dey do overdo. The thing dey heavy for my chest, I just dey crash everyday.","I’m literally still a teen. My dad has been locked up for 5 yrs now. Omo it’s tough sha, but my mum really tries to package a normal life for me, my 2 sisters & my bro. I feel like I've taken up a parent role even tho I’m the second to the lastborn, and my mental health is in the mud. My mum and sisters keep saying I’m doing too much. I’m just so pained rn and I keep breaking down tbh.","family_pressure, family_conflict, sadness_depression"
"I'm in my mid 20s with a husband and children. I love my family, but I feel like I've lost my identity, and I don't know who I am other than a mom and wife. At times, all I can think is what I gave up and how I feel unhappy and trapped, but I know I'd feel like worse without them. I loathe myself at times. I have an amazing life, so why can't I just enjoy it?","Good for you on being sensitive to your human need for personal evolution.Wife and mother are meaningful positions.  And in your case, in order to feel your own growth, other areas of who you are would like your attention.Give yourself time to allow your interest to wander in order to find the area of growth which will satisfy you.Just like you know now that you'd like more than your current situation, trust yourself to know you will also know when you've arrived at another road you'd like to take for your own happiness.","I never even clock 30 I don marry born pikin. No be say I no love my family oh, but my inside dey do me somehow, like say my real self don missing. Apart from wife and mama wey I be, I no even know my left from right again. Sometimes na only the things wey I sacrifice I dey think of, my chest go heavy like say dem put me for cage. But true true, if dem no dey, my matter for worse. E get times wey my own body dey irritate me. I get better life, wetin dey worry my head wey I no fit just calm down enjoy am?","I'm in my mid 20s with a husband & kids. I love my family tbh, but I feel like I've completely lost myself. Idk who I am again apart from being a wife and mom. Sometimes all I think about is everything I gave up and I just feel unhappy and stuck. But I know I'd feel way worse without them sha. I literally hate myself sometimes. I have an amazing life, why can't I just rest and enjoy it sef?","sadness_depression, low_self_esteem, fatigue_burnout"
"I'm in my mid 20s with a husband and children. I love my family, but I feel like I've lost my identity, and I don't know who I am other than a mom and wife. At times, all I can think is what I gave up and how I feel unhappy and trapped, but I know I'd feel like worse without them. I loathe myself at times. I have an amazing life, so why can't I just enjoy it?","Being a parent can be all-consuming.  And there are more societal pressures on mothers to be everything to their children and families.  In that effort to be everything (cook, housekeeper, planner, social organizer, teacher, etc) it can be easy to forget about being you.  We can certainly acknowledge that becoming a mother likely means giving up or sacrificing parts of yourself for motherhood.  There are parts of becoming a mother that can be wonderful and magical, and parts of it that can be just flat out hard.  I think it is very important however, for all parents to ask for what they need and to carve out the time to nurture their individuality.  This may not only be supportive to you, but it sets a great example for your kids about how to advocate for their needs, and teach them about the depth and interests of their mother.","I still dey my mid-20s, I don get husband and pikin. No be say I no love my family oh, but my body just dey do me one kain. E be like say my true self don lost, I no even know who I be again apart from wife and mama. Sometimes ehn, my mind go just dey flash back to everything wey I drop. Na there my spirit go just sink, e go be like say dem tie me rope inside cage, but I know say if dem no dey, my condition for worse. E get times wey I dey just vex for my own self. I get better life wey people dey fast and pray for, so wetin dey worry my head wey I no fit just calm down enjoy am?","Omo I’m just in my mid 20s with a hubby and kids. I love them sha, but tbh I feel like I’ve completely lost myself. I literally don't know who I am again outside being a wife and a mom. Sometimes all I think about is everything I gave up and I feel so sad and trapped lowkey. But then I know I’d feel way worse if I didn't have them. I actually hate myself sometimes ehn. My life is actually great, so wtf is my problem why can’t I just rest and enjoy it?","sadness_depression, low_self_esteem, family_pressure"
"I'm in my mid 20s with a husband and children. I love my family, but I feel like I've lost my identity, and I don't know who I am other than a mom and wife. At times, all I can think is what I gave up and how I feel unhappy and trapped, but I know I'd feel like worse without them. I loathe myself at times. I have an amazing life, so why can't I just enjoy it?","It is not easy being a wife and mother. You have shifted roles in your life. You went from having a career to focusing on your family. Transitioning can be hard, especially when we feel we gave something up that we really wanted. I want to acknowledge you for wanting to be the best wife and mother you can. I think it is great that you are self-aware and want to work on this.Feeling ""unhappy and trapped"" may also mean that you are  believing these negative thoughts are absolutely true. We have lots and lots of thoughts throughout the day. Sometimes we pay a lot of attention to some and some we ignore. Right now these thoughts are getting a lot of your attention and perhaps you are thinking because you are thinking them they are true.  Is it really true that you trapped? You also said that you have an amazing life. It doesn't sound like you are only having negative thoughts. You have some positive ones, too. However, you are giving a lot of weight to the negative thoughts, more weight than the positive ones.I also wonder if you are struggling with the fact that you are even having this thought. One thing that can be helpful is to recognize that you are having a thought, that it is a negative thought, that thinking it does not make it true, and to let it go. This is the basis for mindfulness work that can be really helpful. It is a great place for you to start so you can balance out your thoughts and emotions.Best of luck to you!","I dey my mid-20s, don marry born. No be say I no love my family oh, but omo, I don completely lose my bearing. I no even sabi who I be again apart from wife and mama. Sometimes, my mind go just dey run go back to the things wey I let go, body go just dey bite me, e go feel like say dem tie me rope. But I still know say if dem no dey my life, I go cast totally. E get some times wey my own matter dey tire me. I get life wey make brain, so wetin dey do me wey I no fit just enjoy am?","I'm in my mid 20s o, married with kids. I love my family and all, but tbh I feel like I've lost myself completely. I literally don't know who I am again outside being a wife and a mum. Sometimes all I think about is everything I gave up and I just feel so choked and unhappy, but I know I'd be worse off without them. I actually hate myself sometimes. Like my life is actually great, why can't I just enjoy it abeg?","sadness_depression, low_self_esteem, lack_of_motivation"
"I'm in my mid 20s with a husband and children. I love my family, but I feel like I've lost my identity, and I don't know who I am other than a mom and wife. At times, all I can think is what I gave up and how I feel unhappy and trapped, but I know I'd feel like worse without them. I loathe myself at times. I have an amazing life, so why can't I just enjoy it?","It sound like there are some parts of your life that you really enjoy it and also some things that you wish were different.You say you feel like nothing more than a wife and mom, so I wonder if you could make a list of what else you are (friend, daughter, etc.). I also wonder if you could list your positive attributes or skills.I don't know what you gave up, but I wonder if there is some way that you could spend an hour or so a week working on things that you like and/or spending some time with what you did before you had children. For example, if you're missing a certain part of your career, maybe you could work with your husband to come up with a plan where you could do whenever that is for one day a week. There are often a lot of small changes that can lead you in that direction.Of course, that is assuming that you want to continue being involved with what you were doing before.  If not, what else do you want to do? What is it that makes you feel happy? What do you look forward to? Remember that looking forward to having an hour or two where you can do something for yourself does not mean that you are not a good mother or wife. These ideas can coexist.Can you talk with your husband about how you are feeling? Do you have trust for one another with feelings such as these?","I dey my mid 20s, don marry born pikin. I love my family die, but e dey do me like say my shadow don leave me. I no even know who I be again if no be wife and mama. Sometime my head go just hot, I go begin reason all the things wey I drop. My chest go tight me like say dem tie me rope, but I know say if dem no dey, my condition go worse pass like this. Sometime my own matter dey tire me. I get better life, why my soul no fit just settle enjoy am?","Omo I’m in my mid 20s with a husband and kids. I love my family tbh but I just feel like I’ve lost myself entirely. I literally don’t know who I am again outside being a wife and mom. Sometimes I just reason everything I gave up and I feel so sad and choked, but I know I'd feel worse without them sha. I even hate myself sometimes. Like my life is actually sweet, why can’t I just rest and enjoy it?","sadness_depression, low_self_esteem, family_pressure"
"I have been dealing with depression and anxiety for a number of years. I have been on medication, but lately my depression has felt worse. Can counseling help?","Thank you for asking this important question. I find that there are three steps to getting ready for treatment. Step one is expressing interest in wanting to receiving treatment for the outcome of positive behavioral change. Congratulations you did the first step! You are showing your readiness to start counseling by asking this question. Now the second step is to find a counselor who specializes in treating clients with Anxiety and Depression. The therapeutic orientations I have found to be helpful in treating clients with  Anxiety and Depression are a combination of Cognitive Behavioral Therapy with Mindfulness, and Solution Focused Brief Therapy. Receiving meditation for your symptoms if part of the treatment, and the other part is receiving counseling to increase your resilience for future events. Research has found that medication and psychotherapy treatments together shows the most effective outcome for Depression.  The third step is to increase your positive self-talk to motivate yourself to attend treatment. As counselors, we are aware of the anxieties and fears that are associated with talking to a new professional for the first time. However, remind yourself that you are doing this to improve your well being. I hope this was helpful, and good luck with your treatment journey.","Omo, e don tey wey I dey drag with this depression and overthinking. I dey on top drugs, but recently the depression just dey press my chest down pass before. Shey counseling fit run am?","Omo I've been battling depression and anxiety for years tbh. I've been on meds, but lately the depression is just dealing with me. Do you think counseling can actually help?","sadness_depression, general_anxiety, seeking_coping_advice"
"I have been dealing with depression and anxiety for a number of years. I have been on medication, but lately my depression has felt worse. Can counseling help?","Certainly counselling can help. however, there is a caveat, namely, you will need the right counsellor with the right approach. This leads to two questions: 1) What are the identifiers for the right counsellor, and 2) What is the right approach?1) What are the identifiers for the right counsellor? The right counsellor will almost certainly have a lot of experience. He or she will have done a lot personal work and have an ongoing practice of inner work both on their own and with the support of an experienced therapist. This person will be viewing you as a human being with challenges, not as a diagnostic category. He or she will be willing to work with you over an extended period of time and have experience doing such work. Further they will be well versed in approaches that are responsive to you in the moment and overall. The in-depth work will be collaborativel designed in an ongoing way that is responsive to you, the moment, your overall life experience, and their in-the-moment experience. It goes without saying that you will subjectively evaluate the felt sense of connection with this person and the feeling that they are invested in their work with you, value you as a human being, and value the connection. As well, it is crucial that you feel this connection and that your therapist 'gets you.' 2) What is the right approach?  As Carl Jung stated, ""When the doctor sits down with the patient he (or
she) must drop all theories and learn the theory of this person."" The approach must include a bond between you and your therapist that is in a continuous process of development, attention to pre-verbal imprinting, development of awareness ability, ongoing development of the ability to attend to and stay with inner experience, development of a process orientation, attention to egoic structures that were seeded from the earliest days in the service of perceptions of threats to needs being met, identification of current egoic states and work with these inner selves and their relationship with each other to facilitate movement from developmental points of arrest, increased ability to access and contain non-ordinary states of consciousness, attending to what is, and working with this in the service of moving towards optimal human development.depression is generally experienced as the system shutting down. anxiety is a signal that something is wrong. anxiety is not the problem. it is a sign that there is a problem. the core of these issues is a lack of inner security that is the outcome of insufficient bonding. the work of psychotherapy is to establish an environment and relationship that will facilitate work with the bonding ruptures and re-initiation of the developmental process that stopped at an early stage.","E don tey wey zero joy and overthinking dey do my body one kind. I dey swallow my drugs, but of late the darkness just dey choke me extra. Abeg, shey all this counseling tin fit actually remedy the p?",Omo I’ve been battling depression & anxiety for years now tbh. I’ve been taking my meds but lately the depression is just hitting way harder. Shey counseling can actually work?,"sadness_depression, general_anxiety, seeking_coping_advice"
"I have been dealing with depression and anxiety for a number of years. I have been on medication, but lately my depression has felt worse. Can counseling help?",My initial response:  consider a more comprehensive MH assessment to determine other factors. A medical evaluation is warranted to rule out poor health issues. Blood work is helpful. Review what hadn't helped.,"For some years now, my mind dey run kitikiti and heavy chest don tire me. I don dey pop drugs, but lately this depression just dey press my neck extra. Shey counseling fit run am?","Been battling depression & anxiety for some years now. I've been on my meds, but lately the depression has just been dealing with me severely. Abeg do u think counseling can actually work?","sadness_depression, general_anxiety, seeking_coping_advice"
"I have been dealing with depression and anxiety for a number of years. I have been on medication, but lately my depression has felt worse. Can counseling help?","From whom do you get anti-depressants?This person should be talking with you to know whether the pills are helping or not.Trust your own instinct that the pills aren't helping you.Pills work differently for everyone and not all people feel better from them.It is also possible the particular pills have lost their effectiveness because after around six to eight months, this usually happens.Try to understand what is depressing you.  This is slow work since you may have many theories.Just by addressing your own emotional needs and life structure in a caring and respectful way, may improve your mood so that you'll feel less depressed.","E don tey wey overthinking and one kind heavy sadness don hold me down. I dey pop my drugs o, but of recent the depression just dey press my neck anyhow. Abeg, this counseling tin go fit help my matter so?",Omo I've been dealing with depression and anxiety for years now tbh. I've been taking my meds but lately the depression is just doing me somehow. Do u think counseling will actually help?,"sadness_depression, seeking_coping_advice, general_anxiety"
"There are many people willing to lovingly provide me with a home. I have food, clothes, and a university education, but I never feel like I belong. Even when I have a good time with people who are supposed to be close, I feel like I'm just out with friends and I never go home.","From the little bit you wrote, my guess is you haven't figured out where and how to lay down your own set of roots.Usually people who have a university level eduction are old enough to work in order to support themselves.Unless you have a medical condition which limits or prevents you from working a full-time job, would you guess that the effort and thought involved in deciding in what professional area and geographic location to look for work, would offer you a way to establish your identity?My suggestion is to pay more attention to your own likes, dislikes, and interests.   To know these areas more deeply would define the type of people with whom you identify, have a common interest and with whom you'd like to socialize.The more you realize who you are, the easier time you'll have to find like-minded others and feel securely at home with them and yourself.Again, if you have a medical disability or condition which prevents employment or easily socializing with other people, then this advice would need to be modified for your specific strengths.","People boku wey open hand ready to house me with pure love. Chop dey, wear dey, I even dey do uni, but my mind no dey ever touch ground say I belong anywhere. Even self when I catch cruise with people wey suppose be my blood, e go just dey be me like say I just waka go outside with guys, and I no ever actually reach house.","Omo there are sm people willing to just take me in and show me love. I have food, clothes, I'm even in uni, but tbh I never feel like I fit in anywhere. Even when I'm catching fun with people that are supposed to be my absolute closest, it just feels like I'm only out hanging with friends and I don't actually have a home to go back to sha.","loneliness_isolation, sadness_depression, low_self_esteem"
